courseName,courseCode,cohortSize
Futures Project: Narrative Futures: Art, Data and Society (fusion online),EFIE11136,2
Knowledge Integration and Project Planning: Service Management and Design (fusion on-site),EFIE11137,12
Knowledge Integration and Project Planning: Service Management and Design (fusion online),EFIE11138,1
Futures Project: Service Management and Design (fusion on-site),EFIE11139,12
Futures Project: Service Management and Design (fusion online),EFIE11140,1
Artificial Intelligence and Storytelling (fusion on-site),EFIE11141,24
Artificial Intelligence and Storytelling (fusion online),EFIE11142,6
CodeBase Bridge: Playbooks for Building Startups (fusion on-site),EFIE11143,14
CodeBase Bridge: Playbooks for Building Startups (fusion online),EFIE11144,NA
Understanding the Climate Crisis (fusion on-site),EFIE11145,13
Understanding the Climate Crisis (fusion online),EFIE11146,4
Fundamentals of a Circular Economy (fusion on-site),EFIE11147,9
Fundamentals of a Circular Economy (fusion online),EFIE11148,NA
Designing for a Circular Economy (fusion on-site),EFIE11149,9
Designing for a Circular Economy (fusion online),EFIE11150,NA
Circular Economy in Business (fusion on-site),EFIE11151,9
Circular Economy in Business (fusion online),EFIE11152,NA
Circular Economy in the Built Environment (fusion on-site),EFIE11153,9
Circular Economy in the Built Environment (fusion online),EFIE11154,1
Introduction to Life Cycle Assessment (fusion on-site),EFIE11155,18
Introduction to Life Cycle Assessment (fusion online),EFIE11156,1
Waste Law and the Circular Economy (fusion on-site),EFIE11157,7
Waste Law and the Circular Economy (fusion online),EFIE11158,NA
Data and Artificial Intelligence Ethics, Law and Governance (fusion on-site),EFIE11159,18
Data and Artificial Intelligence Ethics, Law and Governance (fusion online),EFIE11160,9
Data Ethics as a Practice (fusion on-site),EFIE11161,17
Data Ethics as a Practice (fusion online),EFIE11162,9
Ethics of Robotics and Autonomous Systems (fusion on-site),EFIE11163,20
Ethics of Robotics and Autonomous Systems (fusion online),EFIE11164,7
Democracy, Rights and the Rule of Law in the Data-Driven Society (fusion on-site),EFIE11165,20
Democracy, Rights and the Rule of Law in the Data-Driven Society (fusion online),EFIE11166,11
Algorithmic Bias, Fairness and Justice (fusion on-site),EFIE11167,22
Algorithmic Bias, Fairness and Justice (fusion online),EFIE11168,8
Translational Data and Artificial Intelligence Ethics (fusion on-site),EFIE11169,16
Translational Data and Artificial Intelligence Ethics (fusion online),EFIE11170,6
Envisioning Sustainable Lands and Cities (fusion on-site),EFIE11171,6
Envisioning Sustainable Lands and Cities (fusion online),EFIE11172,5
Evaluating Sustainable Lands and Cities (fusion on-site),EFIE11173,6
Evaluating Sustainable Lands and Cities (fusion online),EFIE11174,4
A Systemic Approach to Sustainability (fusion on-site),EFIE11175,13
A Systemic Approach to Sustainability (fusion online),EFIE11176,2
Regenerating Place (fusion on-site),EFIE11177,12
Regenerating Place (fusion online),EFIE11178,6
Data, Mobility and Infrastructure (fusion on-site),EFIE11179,11
Data, Mobility and Infrastructure (fusion online),EFIE11180,2
Ecocities (fusion on-site),EFIE11181,9
Ecocities (fusion online),EFIE11182,2
Land, Community, Power (fusion on-site),EFIE11183,10
Land, Community, Power (fusion online),EFIE11184,5
Introduction to Planetary Health (fusion on-site),EFIE11185,10
Introduction to Planetary Health (fusion online),EFIE11186,1
Human Health in the Anthropocene (fusion on-site),EFIE11187,10
Human Health in the Anthropocene (fusion online),EFIE11188,NA
Understanding Planetary Health Data (fusion on-site),EFIE11189,10
Understanding Planetary Health Data (fusion online),EFIE11190,1
Global Governance of the Health-Environment Nexus (fusion on-site),EFIE11191,12
Global Governance of the Health-Environment Nexus (fusion online),EFIE11192,1
Mental Health in the Anthropocene (fusion on-site),EFIE11193,17
Mental Health in the Anthropocene (fusion online),EFIE11194,2
Planetary Health Governance (fusion on-site),EFIE11195,5
Planetary Health Governance (fusion online),EFIE11196,2
Trauma and Resilience (fusion on-site),EFIE11197,11
Trauma and Resilience (fusion online),EFIE11198,3
Knowledge Integration and Project Planning: Circular Economy (fusion on-site),EFIE11199,9
Knowledge Integration and Project Planning: Circular Economy (fusion online),EFIE11200,NA
Knowledge Integration and Project Planning: Data and Artificial Intelligence Ethics (fusion on-site),EFIE11201,15
Knowledge Integration and Project Planning: Data and Artificial Intelligence Ethics (fusion online),EFIE11202,2
Knowledge Integration and Project Planning: Sustainable Lands and Cities (fusion on-site),EFIE11203,6
Knowledge Integration and Project Planning: Sustainable Lands and Cities (fusion online),EFIE11204,2
Knowledge Integration and Project Planning: Planetary Health (fusion on-site),EFIE11205,9
Knowledge Integration and Project Planning: Planetary Health (fusion online),EFIE11206,NA
Futures Project: Circular Economy (fusion on-site),EFIE11207,9
Futures Project: Circular Economy (fusion online),EFIE11208,NA
Futures Project: Data and Artificial Intelligence Ethics (fusion on-site),EFIE11209,15
Futures Project: Data and Artificial Intelligence Ethics (fusion online),EFIE11210,2
Futures Project: Sustainable Lands and Cities (fusion on-site),EFIE11211,6
Futures Project: Sustainable Lands and Cities (fusion online),EFIE11212,2
Futures Project: Planetary Health (fusion on-site),EFIE11213,9
Futures Project: Planetary Health (fusion online),EFIE11214,NA
Economic Narratives (fusion on-site),EFIE11215,9
Economic Narratives (fusion online),EFIE11216,4
Heritage Data Activism (fusion on-site),EFIE11217,5
Heritage Data Activism (fusion online),EFIE11218,NA
Heritage Places, Policies and Diplomacies (fusion on-site),EFIE11219,5
Heritage Places, Policies and Diplomacies (fusion online),EFIE11220,1
Changing Climate, Changing Health (fusion on-site),EFIE11221,9
Changing Climate, Changing Health (fusion online),EFIE11222,1
Transforming Economies: A Wellbeing Economy Agenda (fusion on-site),EFIE11223,20
Transforming Economies: A Wellbeing Economy Agenda (fusion online),EFIE11224,5
Strategic Leadership and Organisational Culture (fusion on-site),EFIE11225,12
Strategic Leadership and Organisational Culture (fusion online),EFIE11226,5
Textile Revolution: Unstitching the Linear (fusion on-site),EFIE11227,9
Textile Revolution: Unstitching the Linear (fusion online),EFIE11228,1
Epidemiology Project,EIBM10001,3
Critical Literature Review,EIBM10002,NA
Introduction to European Cinema,ELCC08003,139
Crime and Detection in Literature,ELCC08005,50
Cultural Responses to War,ELCC08006,49
The Coming of Age Narrative,ELCC08007,45
Dynamics of Language and Power,ELCC08008,41
Migration, Diaspora, Exile: The Politics of Representation,ELCC08009,40
Gender and Culture,ELCC08010,50
Comparative Literature in a European and Global Perspective (ORDINARY),ELCC09001,4
MEL dissertation preparation,ELCC10005,93
MEL dissertation completion,ELCC10006,89
Modern European Languages Year Abroad Work,ELCC10007,53
MEL Long Essay,ELCC10011,158
Oral for French,ELCC10013,120
Oral for German,ELCC10014,36
Oral for Spanish,ELCC10015,98
Oral for Portuguese,ELCC10016,2
Oral for Italian,ELCC10017,33
Oral for Russian,ELCC10018,21
Oral for Swedish,ELCC10019,9
Oral for Danish,ELCC10020,2
Oral for Norwegian,ELCC10021,4
Comparative Literature in a European and Global Perspective,ELCC10022,6
Film and the Other Arts,ELCC11006,16
Global Shakespeare across Media: Performance, Cinema, Digital Cultures,ELCC11018,17
Film, Literature, and Race: Postcolonialism, Decoloniality, and Critical Race Theory,ELCC11019,14
Research Methods in Intermediality 1,ELCC11021,40
Foundation French Language 3,ELCF07007,20
Foundation French Language 3,ELCF07007,30
Foundation French Language 2,ELCF07008,53
Foundation French Language 2,ELCF07008,58
Foundation French Language 1,ELCF07011,56
Foundation French Language 1,ELCF07011,58
French-English Translation for Francophone Exchange Students (Non-Graduating),ELCF08004,18
French-English Translation for Francophone Exchange Students (Non-Graduating),ELCF08004,21
French 1A,ELCF08005,36
French 1B,ELCF08006,152
Politics and Institutions of Contemporary France A,ELCF08009,29
French 2 Literature and Culture,ELCF08012,131
French 2 Language,ELCF08013,131
Contemporary French Crime Fiction (Ordinary),ELCF09010,2
Love and Melancholy in Early Modern France (Ordinary),ELCF09017,2
Women writers in early modern France (Ordinary),ELCF09022,2
Literature and Film: The Challenge of Adaptation (Ordinary),ELCF09023,4
The Modern City: Paris (ORDINARY),ELCF09030,1
Exploring Belgian Identities in Literature and Film (Ordinary),ELCF09031,1
French 3 Language,ELCF09032,NA
French theatre (1700s-1830s) and the making of revolutions: politics, love and fantasy...(Ordinary),ELCF09033,3
The Francophone Postcolonial: Theory and Literature (Ordinary),ELCF09034,2
The French New Wave (Ordinary),ELCF09035,4
Medieval Bodies: Integrity, Rupture and Metamorphosis (Ordinary),ELCF09036,1
Images of Japan in French and Francophone Culture from the 19th to the 21st century (Ordinary),ELCF09037,1
Recognition Struggles in Contemporary France (Ordinary),ELCF09038,NA
Picturing the Self: Contemporary French and Francophone Life Writing (Ordinary),ELCF09039,3
Film at the Margins: The Cinema of Agnès Varda (Ordinary),ELCF09040,3
Documentary Forms in French and Francophone Culture,ELCF09041,2
The Francophone Black Radical Tradition,ELCF09042,NA
Intimacy, Power, Identity: The Films of Claire Denis (Ordinary),ELCF09043,1
French Hons - Language Paper 1,ELCF10002,120
French Hons - Language Paper 2,ELCF10003,78
Contemporary French Crime Fiction,ELCF10036,13
Literature and Film: The Challenge of Adaptation,ELCF10064,15
Love and Melancholy in Early Modern France,ELCF10066,13
Women writers in early modern France,ELCF10067,10
Exploring Belgian Identities in Literature and Film,ELCF10070,6
The Modern City: Paris,ELCF10071,18
French theatre (1700s-1830s) and the making of revolutions: politics, love and fantasy...,ELCF10072,4
The Francophone Postcolonial: Theory and Literature,ELCF10073,8
The French New Wave,ELCF10074,18
Recognition Struggles in Contemporary France,ELCF10075,18
Medieval Bodies: Integrity, Rupture and Metamorphosis,ELCF10076,2
Images of Japan in French and Francophone Culture from the 19th to the 21st century,ELCF10077,11
Year Abroad online language learning course - French,ELCF10078,125
Picturing the Self: Contemporary French and Francophone Life Writing,ELCF10079,7
Film at the Margins: The Cinema of Agnès Varda,ELCF10081,13
Documentary Forms in French and Francophone Culture,ELCF10082,17
The Francophone Black Radical Tradition,ELCF10083,7
Intimacy, Power, Identity: The Films of Claire Denis,ELCF10084,11
MSc by Research in French Studies Dissertation,ELCF11006,NA
Foundation German Language 2,ELCG07008,44
Foundation German Language 1,ELCG07009,114
German 1A,ELCG08001,32
German 1B,ELCG08002,47
German 2 Language,ELCG08008,54
The Contemporary Short Story in German,ELCG08009,21
Migration in German-Language Discourse,ELCG08011,21
Reading Antisemitism in Modern German Literature,ELCG08012,19
Culture, Modernity and the City in the Weimar Republic,ELCG08013,22
German Colonialism: History, Memory, Controversy,ELCG08014,25
Dutch for Beginners,ELCG08016,10
Screening Sex: Gender, Sexuality, and Identity on the German Screen and Beyond,ELCG08017,15
The Third Reich in Literature and Testimony (Ordinary),ELCG09005,3
Bertolt Brecht (Ordinary),ELCG09007,NA
From Girls in Uniform to Men in Drag: Gender, Sexuality and Ethnicity on the German Screen (Ordinary),ELCG09010,4
German 3 Language,ELCG09014,2
Deutscher Buchpreis: Trends in Contemporary German Literature,ELCG09015,NA
Vulnerability and the City: German Literary Cartographies of Danger and Refuge,ELCG09016,4
Identity and Self in Contemporary German Literature (Level 9 - Ordinary),ELCG09017,4
German Language Paper 1,ELCG10016,36
German Language Paper 2,ELCG10017,21
Bertolt Brecht,ELCG10022,11
The Third Reich in Literature and Testimony,ELCG10025,13
From Girls in Uniform to Men in Drag: Gender, Sexuality and Ethnicity on the German Screen,ELCG10031,15
Year Abroad online language learning course - German,ELCG10035,43
Vulnerability and the City: German Literary Cartographies of Danger and Refuge,ELCG10036,17
Identity and Self in Contemporary German Literature,ELCG10037,8
MSc by Research in German Dissertation,ELCG11006,NA
Vulnerability and the City: German Literary Cartographies of Danger and Refuge,ELCG11010,NA
Foundation Spanish Language 2,ELCH07010,60
Foundation Spanish Language 2,ELCH07010,78
Foundation Spanish Language 1,ELCH07011,146
Foundation Spanish Language 1,ELCH07011,119
Foundation Spanish Language 3,ELCH07017,16
Foundation Spanish Language 3,ELCH07017,29
Foundation Spanish Language 4,ELCH07020,9
Foundation Spanish Language 4,ELCH07020,15
Spanish 1A,ELCH08001,49
Spanish 1B,ELCH08002,122
Culture and Society in the Portuguese Speaking World,ELCH08007,4
Portuguese 1,ELCH08012,23
Portuguese Language 2,ELCH08013,5
Basque Language for beginners,ELCH08017,6
Literatures and Cultures of the Spanish-Speaking World 2,ELCH08018,104
Spanish Language 2,ELCH08019,103
Catalan Language 1,ELCH08021,18
Catalan Culture and Society 2: From 1975 to the Present,ELCH08022,6
Catalan Culture and Society 1: From 1900 to 1975,ELCH08023,12
Catalan Language 2,ELCH08024,2
The Quest for Identity in Medieval Spain (Ordinary),ELCH09001,4
Reading Latin American Poetry (Ordinary),ELCH09005,2
The Spanish Newspaper Column by Writers (Ordinary),ELCH09009,NA
The Novel of the Spanish Transition (Ordinary),ELCH09010,2
The Pursuit of Reality: Modern Spanish Fiction (Ordinary),ELCH09011,4
Spanish 3 Language,ELCH09016,NA
BRAZILIAN CULTURE (ordinary),ELCH09020,NA
Bilingualism and Language Contact in the Spanish-speaking World (Ordinary),ELCH09025,5
From Typewriters to Blogs: Latin American Media Studies (Ordinary),ELCH09026,3
Cuban and Puerto Rican Cinema: Between Revolution and Colonialism (Ordinary),ELCH09028,2
Latin America: History and Culture Entwined (Ordinary),ELCH09029,3
Colloquial Spanish. Social and Discursive Perspectives on Register, Style and Genre,ELCH09030,2
Spanish Language and Culture. Words, Phrases and Writing,ELCH09031,3
